"IDs" "TimeDomain_MEAN_BodyAccleration_Xdirection" "TimeDomain_MEAN_BodyAccleration_Ydirection" "TimeDomain_MEAN_BodyAccleration_Zdirection" "TimeDomain_MEAN_GravityAccleration_Xdirection" "TimeDomain_MEAN_GravityAccleration_Ydirection" "TimeDomain_MEAN_GravityAccleration_Zdirection" "TimeDomain_MEAN_BodyAcclerationJerk_Xdirection" "TimeDomain_MEAN_BodyAcclerationJerk_Ydirection" "TimeDomain_MEAN_BodyAcclerationJerk_Zdirection" "TimeDomain_MEAN_BodyGyro_Xdirection" "TimeDomain_MEAN_BodyGyro_Ydirection" "TimeDomain_MEAN_BodyGyro_Zdirection" "TimeDomain_MEAN_BodyGyroJerk_Xdirection" "TimeDomain_MEAN_BodyGyroJerk_Ydirection" "TimeDomain_MEAN_BodyGyroJerk_Zdirection" "TimeDomain_MEAN_BodyAccleration_Magnitude" "TimeDomain_MEAN_GravityAccleration_Magnitude" "TimeDomain_MEAN_BodyAcclerationJerk_Magnitude" "TimeDomain_MEAN_BodyGyro_Magnitude" "TimeDomain_MEAN_BodyGyroJerk_Magnitude" "FreqDomain_MEAN_BodyAccleration_Xdirection" "FreqDomain_MEAN_BodyAccleration_Ydirection" "FreqDomain_MEAN_BodyAccleration_Zdirection" "FreqDomain_MEAN_BodyAcclerationFrequency_Xdirection" "FreqDomain_MEAN_BodyAcclerationFrequency_Ydirection" "FreqDomain_MEAN_BodyAcclerationFrequency_Zdirection" "FreqDomain_MEAN_BodyAcclerationJerk_Xdirection" "FreqDomain_MEAN_BodyAcclerationJerk_Ydirection" "FreqDomain_MEAN_BodyAcclerationJerk_Zdirection" "FreqDomain_MEAN_BodyAcclerationJerkFrequency_Xdirection" "FreqDomain_MEAN_BodyAcclerationJerkFrequency_Ydirection" "FreqDomain_MEAN_BodyAcclerationJerkFrequency_Zdirection" "FreqDomain_MEAN_BodyGyro_Xdirection" "FreqDomain_MEAN_BodyGyro_Ydirection" "FreqDomain_MEAN_BodyGyro_Zdirection" "FreqDomain_MEAN_BodyGyroFrequency_Xdirection" "FreqDomain_MEAN_BodyGyroFrequency_Ydirection" "FreqDomain_MEAN_BodyGyroFrequency_Zdirection" "FreqDomain_MEAN_BodyAccleration_Magnitude" "FreqDomain_MEAN_BodyAccleration_MagnitudeFrequency" "FreqDomain_MEAN_BodyAcclerationJerk_Magnitude" "FreqDomain_MEAN_BodyAcclerationJerk_MagnitudeFrequency" "FreqDomain_MEAN_BodyGyro_Magnitude" "FreqDomain_MEAN_BodyGyro_MagnitudeFrequency" "FreqDomain_MEAN_BodyGyroJerk_Magnitude" "FreqDomain_MEAN_BodyGyroJerk_MagnitudeFrequency" "TimeDomain_STD_BodyAccleration_Xdirection" "TimeDomain_STD_BodyAccleration_Ydirection" "TimeDomain_STD_BodyAccleration_Zdirection" "TimeDomain_STD_GravityAccleration_Xdirection" "TimeDomain_STD_GravityAccleration_Ydirection" "TimeDomain_STD_GravityAccleration_Zdirection" "TimeDomain_STD_BodyAcclerationJerk_Xdirection" "TimeDomain_STD_BodyAcclerationJerk_Ydirection" "TimeDomain_STD_BodyAcclerationJerk_Zdirection" "TimeDomain_STD_BodyGyro_Xdirection" "TimeDomain_STD_BodyGyro_Ydirection" "TimeDomain_STD_BodyGyro_Zdirection" "TimeDomain_STD_BodyGyroJerk_Xdirection" "TimeDomain_STD_BodyGyroJerk_Ydirection" "TimeDomain_STD_BodyGyroJerk_Zdirection" "TimeDomain_STD_BodyAccleration_Magnitude" "TimeDomain_STD_GravityAccleration_Magnitude" "TimeDomain_STD_BodyAcclerationJerk_Magnitude" "TimeDomain_STD_BodyGyro_Magnitude" "TimeDomain_STD_BodyGyroJerk_Magnitude" "FreqDomain_STD_BodyAccleration_Xdirection" "FreqDomain_STD_BodyAccleration_Ydirection" "FreqDomain_STD_BodyAccleration_Zdirection" "FreqDomain_STD_BodyAcclerationJerk_Xdirection" "FreqDomain_STD_BodyAcclerationJerk_Ydirection" "FreqDomain_STD_BodyAcclerationJerk_Zdirection" "FreqDomain_STD_BodyGyro_Xdirection" "FreqDomain_STD_BodyGyro_Ydirection" "FreqDomain_STD_BodyGyro_Zdirection" "FreqDomain_STD_BodyAccleration_Magnitude" "FreqDomain_STD_BodyAcclerationJerk_Magnitude" "FreqDomain_STD_BodyGyro_Magnitude" "FreqDomain_STD_BodyGyroJerk_Magnitude"
"14.WALKING_UPSTAIRS" 0.2661502475 -0.0180046780555556 -0.104264209955556 -0.219391458333333 0.624719368648148 0.537812711740741 0.0835771350185185 0.0127718491746296 -0.00870066733314815 -0.00816147222222222 -0.0951825815185185 0.113356119592593 -0.101779040053704 -0.0400910781851852 -0.0633360790555555 -0.956437433518519 -0.956437433518519 -0.975837205740741 -0.942362298518518 -0.982412495555556 -0.962931982037037 -0.965386680185185 -0.963736780925926 -0.316322401792593 0.182973493237037 0.220850739788889 -0.974019293148148 -0.972475370925926 -0.975724734074074 0.105224041114815 -0.017567000012963 0.00556788239259259 -0.967841806666667 -0.968094127222222 -0.967610198888889 0.0182424868222222 -0.195301575740741 0.0808911117240741 -0.956123846851852 0.0840664285555556 -0.971265427962963 0.342513567314815 -0.964696112037037 -0.100807531112963 -0.980711133518519 0.19455921282963 -0.958129531481482 -0.963552837592593 -0.957124918703704 -0.956270825185185 -0.989513559444444 -0.971067898148148 -0.974029143703704 -0.972340161111111 -0.977868171851852 -0.96677946037037 -0.965278699259259 -0.967428822777778 -0.980530976111111 -0.979986116481481 -0.985010433148148 -0.949792294074074 -0.949792294074074 -0.971846230925926 -0.952526261111111 -0.980676498148148 -0.956450692037037 -0.964119903148148 -0.956136244074074 -0.976536497407407 -0.97420491462963 -0.978515405925926 -0.967253695037037 -0.964118737592593 -0.970302571296296 -0.953394420925926 -0.97163188 -0.953116972962963 -0.981718985185185
"15.LAYING" 0.287823878177778 -0.0142690442952778 -0.137296965430556 0.677968574027778 0.0269361873055556 0.0896877257888889 0.0733451786497222 0.0237473517618056 -0.0310389202861111 0.0169730404375 -0.0973092691277778 0.0890580718930556 -0.0675606206666667 -0.0663390475430556 -0.0717285659941667 -0.467320601791667 -0.467320601791667 -0.585671834134722 -0.509829724984722 -0.644823868591667 -0.605302982402778 -0.493572982263889 -0.521189112784722 -0.195356607045556 -0.0370091019166667 0.0548882642125 -0.640006167277778 -0.593743197672222 -0.625262451347222 -0.0665987589680556 -0.266372820936111 -0.189780042888889 -0.619289911430556 -0.562945564016667 -0.619067449472222 -0.105512098581944 -0.142250226894444 -0.0595901303297222 -0.529837174666667 0.0601875858472222 -0.568450052834722 0.150650564861111 -0.540320543209722 -0.0316551595666667 -0.638664377986111 0.0783621843780556 -0.596188202402778 -0.466063351438889 -0.456986017 -0.958205395555556 -0.944509439305556 -0.887127275 -0.624456255805556 -0.570318435194444 -0.635931367564028 -0.674018928472222 -0.529835265930556 -0.624766406618056 -0.688169300972222 -0.610652550583333 -0.716481440694444 -0.544919034083333 -0.544919034083333 -0.5728344023375 -0.506876011397222 -0.615284937298611 -0.594494668763889 -0.487901963488889 -0.468480157680556 -0.642512562319444 -0.574949215791667 -0.647706946779167 -0.693991553472222 -0.517184250513889 -0.662005383041667 -0.628300068805556 -0.582804856820833 -0.574541709151389 -0.614124275147222
"15.SITTING" 0.278855569661017 -0.0193513289389831 -0.113816522559322 0.806204096711864 -0.0305009307288136 0.0291433172542373 0.0557461623220339 0.00582985379152542 0.0158431820382203 -0.0546540896983729 -0.0737620119915254 0.0935911534067797 -0.0905606259661017 -0.0591234760915254 -0.0439631842220339 -0.632100972322034 -0.632100972322034 -0.694427278644068 -0.712165146644068 -0.837120212711864 -0.695189174220339 -0.602437669152542 -0.697444322372881 -0.194079879901695 0.0357540671355932 0.0965990339971186 -0.722550094423729 -0.682038466559322 -0.766469919491525 -0.0153782603081864 -0.157254971750847 -0.093384440259322 -0.767946994644068 -0.805965545084746 -0.743314712542373 -0.0358955587457627 -0.15146588199661 -0.0230713646983051 -0.675654159949153 0.135098893120339 -0.687199736474576 0.233402195613559 -0.803727188305085 0.0218708761864407 -0.859174900508475 0.181806463322034 -0.697180310254237 -0.59206539459322 -0.661772975186441 -0.980407722542373 -0.965646261694915 -0.957551654067797 -0.706476900576271 -0.663219831084746 -0.782490388813559 -0.79824243220339 -0.78730752859322 -0.740980079322034 -0.805020822372881 -0.865509463220339 -0.80938290440678 -0.688005687355932 -0.688005687355932 -0.701112826610169 -0.783525857694915 -0.85983783779661 -0.698414437722034 -0.612275720186441 -0.669284764220339 -0.716256467872034 -0.665564750983051 -0.797174158983051 -0.808853325932203 -0.779773766533898 -0.765191912033898 -0.74424844579661 -0.721497321355932 -0.808343115423729 -0.870849443559322
"15.STANDING" 0.270439642830189 -0.0242369464264151 -0.104950074396226 0.806407933773585 -0.0892233721960377 0.0281650781339623 0.0169215913584906 0.0316911612413208 -0.00926052874603774 -0.0406207604335849 -0.0688497862415094 0.085881021490566 -0.0883176275471698 -0.0526749445075472 -0.075443604009434 -0.47207077754717 -0.47207077754717 -0.579157194811321 -0.561386872264151 -0.70839191245283 -0.553467188169811 -0.407462121207547 -0.66324550709434 -0.252190313369811 -0.0430121941018868 0.0225750275660377 -0.589609535660377 -0.531736624011321 -0.752540123792453 -0.0618295966792453 -0.233695432839623 -0.146456249407736 -0.580797212920755 -0.681936366773585 -0.603814894213208 -0.0797734661158491 -0.145602007837736 0.0457945019245283 -0.53222674690566 0.0272844606009434 -0.545251493830189 0.215666472849057 -0.659731434679245 -0.019516595209434 -0.747814038679245 0.188668881379245 -0.541592136158491 -0.370195397792453 -0.623281909075472 -0.962436866792453 -0.942417412264151 -0.93148574490566 -0.569754698830189 -0.493963100213208 -0.772291422433962 -0.645411123169811 -0.665505368113208 -0.639050980754717 -0.646123115396226 -0.757277618169811 -0.680569902979245 -0.532556122396226 -0.532556122396226 -0.571143413 -0.632636294339623 -0.755107654716981 -0.53873848454717 -0.391807807456604 -0.632533445433962 -0.588154734584906 -0.487127160722642 -0.791427719056604 -0.667890203603774 -0.659251067415094 -0.68656907890566 -0.607510377377358 -0.609718390415094 -0.678864095792453 -0.782891133584906
"15.WALKING" 0.269854281666667 -0.0135758782268519 -0.111954076648148 0.591690403148148 -0.0557306003703704 0.0264063345361111 0.112270453531481 -0.00142686071833333 0.0125032881314815 -0.0643771308607407 -0.0627541726111111 0.126859730137037 -0.09735194915 -0.0409914038212963 -0.0424569888605556 -0.593499199259259 -0.593499199259259 -0.707924982518519 -0.628897821462963 -0.816414458703704 -0.663618036518518 -0.59729214897963 -0.710250352777778 -0.242023477042593 -0.0134346379037037 0.0620031554259259 -0.700732471407407 -0.685560777833333 -0.787060057777778 -0.0361646849981481 -0.189288612040741 -0.131632827042593 -0.697010062944444 -0.760200093333333 -0.678702080851852 -0.151769997226481 -0.220384084187037 -0.0836639180888889 -0.643525405444444 0.0617554720055556 -0.678559089185185 0.146126256799944 -0.727639009037037 -0.14719991012963 -0.839961582222222 0.0757047396481481 -0.642113187925926 -0.570232516592593 -0.653007958518519 -0.975847913148148 -0.965251108148148 -0.951911983333333 -0.693090511433333 -0.678382580962963 -0.806179277777778 -0.725267840722222 -0.723499888592593 -0.663599667037037 -0.782925440555556 -0.844881621481481 -0.793612626296296 -0.643035237388889 -0.643035237388889 -0.690209788525926 -0.658696157711111 -0.841249009444444 -0.635697315425926 -0.585243495042593 -0.653183714444444 -0.713263245611111 -0.693655682833333 -0.824053745185185 -0.737383924407407 -0.707762049777778 -0.691570981296296 -0.698728156055556 -0.707074858833333 -0.675979072518519 -0.855055554814815
"15.WALKING_DOWNSTAIRS" 0.284488552142857 -0.0169873190952381 -0.112607664142857 0.625402205952381 -0.0859288835285714 0.236703363690476 0.0914899153857143 -0.00773444015714286 0.00910992647952381 -0.0393897379142857 -0.0563285385414286 0.115885684119048 -0.119120828845238 -0.0404426810404762 -0.0571268273714286 -0.661021833161905 -0.661021833161905 -0.721371153376191 -0.695412278373809 -0.826154880952381 -0.675720714928571 -0.670958946452381 -0.766222115 -0.17490230952381 0.057526538102381 0.0705798904761905 -0.691742649547619 -0.717184171238095 -0.816124034285714 -0.0345241644285714 -0.0968532079497619 -0.0595736461666667 -0.740235168380952 -0.78241515047619 -0.710199654595238 -0.109119301619048 -0.241603623047619 -0.126819827261905 -0.662727493042857 0.0503227401809524 -0.676504412452381 0.183948146021429 -0.777617990238095 -0.146981318697619 -0.841976916190476 0.0773207963833333 -0.67748498552381 -0.664968027761905 -0.735301240619048 -0.960788044761905 -0.961587397380952 -0.950841945714286 -0.675992775804762 -0.70945716372619 -0.831939013571429 -0.796216728571429 -0.758516552142857 -0.718915338333333 -0.791973091428571 -0.847246933809524 -0.802131873809524 -0.664784346571429 -0.664784346571429 -0.677974408785714 -0.752690300714286 -0.839101475 -0.679698717904762 -0.683986364769048 -0.739580955071429 -0.688574584473809 -0.722287349952381 -0.846424973809524 -0.814628432619048 -0.74821758952381 -0.74801140047619 -0.719432457095238 -0.682232598771429 -0.77942770952381 -0.847243999285714
"15.WALKING_UPSTAIRS" 0.272782935 -0.016155124838125 -0.1076147155 0.894710690833333 -0.0498719550833333 0.054242951074375 0.06103988025 0.0183768326454167 0.0243204203979167 -0.001734535975 -0.09550521831875 0.0988662599583333 -0.0834559758416667 -0.0507100812666667 -0.0628812271458333 -0.780803763125 -0.780803763125 -0.850823690208333 -0.800363168541667 -0.919004990625 -0.816046181458333 -0.787622902708333 -0.856995796458333 -0.0735323686416667 0.0849139255 0.0493474155 -0.841543940833333 -0.843038112916667 -0.904189003541667 0.0752130856041667 -0.120866444179167 -0.0886440025583333 -0.852912550833333 -0.889151712916667 -0.840213705625 -0.0507695702322917 -0.220855539227083 0.00784319054166666 -0.801627126895833 0.162937158816667 -0.839376785 0.34732554424375 -0.87533997625 -0.0425933237083333 -0.933762918958333 0.216170444770833 -0.805063552291667 -0.76143416125 -0.808935463125 -0.988769088333333 -0.973612141041667 -0.967931010416667 -0.834504135208333 -0.838196104166667 -0.912222568958333 -0.861243310208333 -0.853793519166667 -0.841763678958333 -0.900670349375 -0.939165282708333 -0.895844400416667 -0.79567997125 -0.79567997125 -0.842997109166667 -0.838264751041667 -0.935718912916667 -0.801330758333333 -0.7630920725625 -0.800203262916667 -0.841893217291667 -0.844271228125 -0.918681063541667 -0.8653651575 -0.838003099166667 -0.856976881458333 -0.823879952708333 -0.847739347708333 -0.843344103333333 -0.942873078125
"16.LAYING" 0.281876927285714 -0.0264692308857 -0.101065562642857 0.792170099142857 -0.0461035202714286 0.0266088226471429 0.0788011413061429 0.00522623667911428 0.0196138125528429 -0.04169797346 -0.0549418445242857 0.101394289842857 -0.117138798642857 -0.0150133790771429 -0.0862264323714286 -0.613785690341429 -0.613785690341429 -0.706260388557143 -0.661701466971429 -0.786983017585714 -0.694128778965714 -0.596019852257143 -0.653601678228571 -0.133188922985714 0.0303248397585714 0.0673916607071429 -0.7258559439 -0.687081309 -0.725856658628571 0.0477052052857143 -0.160365155545714 -0.0916993619485714 -0.746339118571429 -0.711775368 -0.697560828568571 -0.15419553543 -0.2123089919 -0.114801478671429 -0.640520018771429 0.0697654719913143 -0.678755728071429 0.160765878928571 -0.718451538 -0.118844554674286 -0.785510534571429 0.102002672649429 -0.6874616767 -0.578365656815714 -0.633090059471429 -0.968845378285714 -0.946816344142857 -0.931707542428571 -0.720567862142857 -0.687497587704286 -0.751706312185714 -0.788179788714286 -0.715076974714286 -0.680265475721714 -0.809287062 -0.772921064571429 -0.818986818714286 -0.647767100571429 -0.647767100571429 -0.689939211605714 -0.696974811974286 -0.787880853142857 -0.686497392257143 -0.596180305898571 -0.651940372437143 -0.740934041142857 -0.711759543842857 -0.776591351364286 -0.802748046142857 -0.720525063285714 -0.705662957428571 -0.707887435185714 -0.706301469765714 -0.73709320603 -0.8079288744
"16.SITTING" 0.283865960289855 -0.011113193626087 -0.0934078069130435 0.723471611724638 0.0540215581594203 -0.0223401196347826 0.0723886135826087 -0.0019068768842029 0.00401841894246377 -0.0275756591405797 -0.0672754794057971 0.0779885533318841 -0.0971522308550725 -0.0470547815188406 -0.0466274762072464 -0.758238622492754 -0.758238622492754 -0.828512032463768 -0.805218786376812 -0.89161467 -0.842080571376812 -0.74993347165942 -0.801361530869565 -0.130989753566667 0.0474925467204348 -0.000232035623188404 -0.860955135217391 -0.801477585043478 -0.865702542028986 0.0606953352985507 -0.0986242248985507 -0.116919424584058 -0.851918147246377 -0.858259625362319 -0.838778330434783 -0.0970424313065217 -0.117173674014493 0.0176184683478261 -0.809731903913044 0.0536519173043478 -0.823299161391304 0.279154848246377 -0.861339058115942 -0.027671600026087 -0.899400227826087 0.182467450536232 -0.82719396626087 -0.725286145166667 -0.744292738826087 -0.97301304057971 -0.956419361594203 -0.934127641623188 -0.847671282463768 -0.78102462645942 -0.87101114073913 -0.860980647391304 -0.846036472028985 -0.826142891884058 -0.882970529130435 -0.892203333913044 -0.892210899855073 -0.794911099710145 -0.794911099710145 -0.818278203043478 -0.847823056521739 -0.892500496521739 -0.822188738608696 -0.730818464365217 -0.736186530478261 -0.847796383043478 -0.774306054449275 -0.875045922695652 -0.865205170144928 -0.84080938173913 -0.838553871594203 -0.821133091478261 -0.812897027681159 -0.867103340144928 -0.891517545507246
"16.STANDING" 0.264584085089744 -0.0186656394051282 -0.104716839598718 0.71596031025641 0.0570015897192308 0.0699167911138462 0.10098672958359 -0.00456689173833333 -0.0354507734759744 0.0159059972320513 -0.100503494308974 0.0629961505384615 -0.102458339767949 -0.0486632245333333 -0.0510855120769231 -0.625524192961538 -0.625524192961538 -0.682169850758718 -0.633490357619231 -0.772442525897436 -0.716623302435897 -0.574168531128205 -0.670143592474359 -0.108762905439744 0.0365756015128205 0.0152683661538462 -0.72145837448718 -0.656167433653846 -0.743847147575641 0.0392169919320513 -0.156263191968846 -0.0803480712487179 -0.734178961142308 -0.713558936551282 -0.661693084026923 -0.0537704174 -0.162327027130769 0.00145848904923077 -0.655280969129487 0.0944431728166667 -0.6710293975 0.219630831294872 -0.73439469024359 -0.0018581699824359 -0.782188703782051 0.141620536602179 -0.719200770410256 -0.549898745384615 -0.617005137538462 -0.954467999692308 -0.94662712025641 -0.915257040089744 -0.709066586666667 -0.632349246989744 -0.7610159205 -0.780115509576923 -0.714536976117949 -0.661516444871795 -0.773581873998718 -0.774521517244103 -0.779330260358974 -0.674269184410256 -0.674269184410256 -0.689560262333333 -0.717657569914103 -0.788451170525641 -0.721707515669231 -0.56696459274359 -0.620979943525641 -0.722408462974359 -0.632731719410256 -0.776785060269231 -0.796347688564103 -0.718661934135897 -0.694196876307692 -0.73955518324359 -0.718252966705128 -0.757865242051282 -0.81283950518718
"16.WALKING" 0.27429325 -0.0176688762666667 -0.11296775575098 0.837863522941176 -0.154269809184314 -0.0708214484607843 0.0612001949607843 0.0121680903809804 0.0366742524558824 -0.0553370607921569 -0.0495209828254902 0.106335901223529 -0.0814802074313725 -0.0728378671333333 -0.0476492413529412 -0.529796086764706 -0.529796086764706 -0.651251993960784 -0.574244016921569 -0.768425825686274 -0.588528201470588 -0.559959370990196 -0.635592017627451 -0.170348785776471 -0.0434641484568627 -0.0117752388823529 -0.630418340911765 -0.644550020470588 -0.737051919019608 -0.0348980534588235 -0.241595060284314 -0.115486497607843 -0.677439572745098 -0.678081253137255 -0.627273303470588 -0.15371642235098 -0.193950514352941 -0.157669146716471 -0.573507478196078 0.0107091554313725 -0.614665769907843 0.113269898194118 -0.697318133333333 -0.124172601745098 -0.78581963627451 0.0273797612864706 -0.586522199882353 -0.541638206960784 -0.558550731961176 -0.974041208235294 -0.950434981372549 -0.923970100980392 -0.62694918027451 -0.632217059215686 -0.765252645882353 -0.717795453196078 -0.646705920588235 -0.618537794294118 -0.737916787647059 -0.789932430392157 -0.741209191568627 -0.573239101039216 -0.573239101039216 -0.633098721176471 -0.648886908254902 -0.783696901176471 -0.586697565352941 -0.563035232880392 -0.555697744137255 -0.657883668703922 -0.644776004313726 -0.792818310588235 -0.733118119156863 -0.635914645327451 -0.651982754921569 -0.640177795352941 -0.659982140568627 -0.681012697352941 -0.796176329411765
"16.WALKING_DOWNSTAIRS" 0.277412193489362 -0.0226109381035532 -0.115361890353191 0.819646871489362 -0.190179883395745 0.0306678706106383 0.0525194495744681 0.0303896848740426 -0.0112581005789362 -0.0565619590544681 -0.0714801488085106 0.0894224163808511 -0.0693079104042553 -0.0399467320425532 -0.0446004863042553 -0.435526235999149 -0.435526235999149 -0.554938823570404 -0.498790780895745 -0.72763525893617 -0.48026526693617 -0.470020372219149 -0.612289414630426 -0.166999682868085 -0.0145803315638298 0.0416968878617021 -0.525784860410638 -0.560274639621277 -0.69289811383617 -0.0681489931276596 -0.240680277382979 -0.0932420132744681 -0.573194615382979 -0.651022561276596 -0.553082473482979 -0.148473132345957 -0.11698815787234 -0.140029295508511 -0.469225461723404 0.0934087579276596 -0.503686392787234 0.113348184168085 -0.64209043106383 -0.0312926048364468 -0.744381383191489 0.134710927723404 -0.460073550276596 -0.452593328970213 -0.564220029234043 -0.972707534893617 -0.96472754 -0.930735897234043 -0.499995827604255 -0.542942523825106 -0.723244234893617 -0.619994403191489 -0.622124929851064 -0.55988361385234 -0.69037747212766 -0.758347845744681 -0.683648436361702 -0.477114649851064 -0.477114649851064 -0.512673260702128 -0.601903829978723 -0.749263177234043 -0.453565115 -0.479252991877872 -0.574719703510638 -0.518372677276596 -0.555472555287234 -0.753005159574468 -0.637741916446809 -0.611884538595745 -0.603996684659574 -0.564405352 -0.529002533212766 -0.645586992319149 -0.774306224893617
"16.WALKING_UPSTAIRS" 0.275958485098039 -0.0137693565901961 -0.0987443015294118 0.929088172941177 -0.0419944462156863 0.0768552646960784 0.0770569843921569 0.00150744710392157 -0.00685661336227451 -0.0318852339411765 -0.0737272081354902 0.0931868576490196 -0.0983524880588235 -0.0402515970254902 -0.051939644745098 -0.939949509607843 -0.939949509607843 -0.970156888039216 -0.912079400196078 -0.968557725686275 -0.977574784705882 -0.91416612 -0.942753529607843 -0.0470458352156863 -0.0342174503607843 -0.021488055945098 -0.974770083137255 -0.94957613254902 -0.964538185098039 0.17415948566902 -0.20657707527451 -0.0389484723613725 -0.912189949215686 -0.951186054313725 -0.938097912941177 -0.200394312058824 -0.394494022470588 -0.172399333482549 -0.932303645686275 -0.011158717972549 -0.954926455294118 0.0930781023784314 -0.917390439215686 -0.258925778607843 -0.952060226666667 -0.0639405558815686 -0.980792250392157 -0.900885494509804 -0.925782918431373 -0.989577099215686 -0.95479058627451 -0.942181207058824 -0.974928777843137 -0.949749951960784 -0.969457182745098 -0.92183732254902 -0.944038167058823 -0.934398790588235 -0.934618594117647 -0.97240537627451 -0.969182371960784 -0.923952784509804 -0.923952784509804 -0.953530849215686 -0.895815405490196 -0.949705359215686 -0.982444056470588 -0.900344704117647 -0.922571068823529 -0.97745307627451 -0.953954619607843 -0.973228775294118 -0.926368210588235 -0.940852729411765 -0.939260591764706 -0.930911255882353 -0.951062917843137 -0.900939370392157 -0.950024811176471
"17.LAYING" 0.282913178535211 0.0208923019732394 -0.111206590276056 0.314239684507042 0.127817457859155 0.335669931009859 0.0586195891690141 0.000613230753661973 -0.00224779110704225 -0.00510116928169014 -0.0821966074774648 0.111684233042254 -0.0980386619295775 -0.0401167383173239 -0.0578785856057746 -0.561536705126761 -0.561536705126761 -0.792795331450704 -0.695627778802817 -0.866055131830986 -0.767400942623944 -0.629145633239437 -0.750920914788732 -0.309533238991817 -0.0905130191422535 0.00323196162676056 -0.810354213788732 -0.760667972159155 -0.850808061549296 -0.0284590166901408 -0.261647286014084 -0.142873470793944 -0.733678321591549 -0.849993501690141 -0.771008697084507 -0.252081282939437 -0.250784483542254 -0.100036309340845 -0.696203912507042 -0.11409376515493 -0.785292937549296 0.165310693907042 -0.803707324084507 -0.199093163128169 -0.878772898169014 0.0116864212394366 -0.734809551774648 -0.568789422591549 -0.67913398271831 -0.898279266760563 -0.83147999994507 -0.817989318309859 -0.79669821271831 -0.753152999 -0.856468772112676 -0.758284854704225 -0.829574526197183 -0.772497204788732 -0.804024907746479 -0.901513800140845 -0.844676187746479 -0.644829373408451 -0.644829373408451 -0.782276563476056 -0.751898138873239 -0.875093763661972 -0.72363824715493 -0.569787768690141 -0.670155769380282 -0.800909682760563 -0.762193262480282 -0.86120943084507 -0.768074284521127 -0.82082039028169 -0.794381176478873 -0.67917112771831 -0.779806854271831 -0.763295538591549 -0.879686420985916
"17.SITTING" 0.2698114690625 -0.0142359607485938 -0.112530337328125 0.87696741171875 -0.096278701890625 -0.0534813773678125 0.05903594796875 0.0132848008173437 0.0199082342614063 -0.0396836348265625 -0.06344543675 0.0684448968484375 -0.114900025553125 -0.0493020454296875 -0.041149877715625 -0.605442851228125 -0.605442851228125 -0.7051306288125 -0.691289345453125 -0.823327346875 -0.67361545771875 -0.623733072754687 -0.70388309315625 -0.192573343096875 0.0526632494875 0.0660985619728125 -0.724007662015625 -0.71089087703125 -0.7925512965625 -0.0573849415796875 -0.149973583359375 -0.172871308578125 -0.750633453578125 -0.7794081021875 -0.719900978125 -0.0162821728203125 -0.1617387626875 -0.0120362946328125 -0.67493867621875 0.116685110640625 -0.710535403369531 0.222034370417188 -0.78644965875 0.044870889596875 -0.83857559 0.214317555907813 -0.64997976321875 -0.602107914358281 -0.651777499104688 -0.98262086046875 -0.968743004375 -0.96334009671875 -0.696253393046875 -0.687359876203125 -0.802409494375 -0.77713327296875 -0.771818454375 -0.709340942203125 -0.80945927046875 -0.834850178125 -0.81942331078125 -0.669844373046875 -0.669844373046875 -0.706776626640625 -0.7695613146875 -0.83795419625 -0.641734772725 -0.616126443278125 -0.651279698140625 -0.69496222371875 -0.6832189428125 -0.8107460771875 -0.78669198609375 -0.76959099875 -0.7333288825 -0.718670559201563 -0.705314131984375 -0.799591385625 -0.84950442203125
"17.STANDING" 0.266712501897436 -0.0188339507294872 -0.112860811284615 0.607870963846154 0.0343477413846154 0.0449505918764103 0.101300366160256 0.0324092073533333 -0.0186547678175641 0.00344315554871795 -0.112810318382051 0.074335469905 -0.103375431346154 -0.0255136550166667 -0.0578682525923077 -0.477494513525641 -0.477494513525641 -0.631554052602564 -0.495228771530769 -0.719541692102564 -0.620500632974359 -0.482085698003846 -0.600178495428205 -0.266738150675641 0.0542118897589744 -0.087754230251282 -0.659744887410256 -0.604482311564103 -0.733870717820513 -0.112160530102564 -0.248794967285897 -0.21212837934359 -0.656311427589744 -0.571599578294872 -0.624811633069231 -0.108189759141026 -0.195751117691026 -0.043647001048718 -0.575260439919231 0.0883815853524359 -0.621912052302821 0.237594305855128 -0.602979057228205 -0.0636094829653846 -0.732638655989744 0.175471747083333 -0.599170558538462 -0.420854528852564 -0.436810393584615 -0.964313390128205 -0.961769332692308 -0.918677665641026 -0.641351734384615 -0.57936121648718 -0.753465016474359 -0.708437774487179 -0.480351494235897 -0.649925273553846 -0.719432160602564 -0.716556291064103 -0.735403684871795 -0.576294386397436 -0.576294386397436 -0.643212542021795 -0.537367452253846 -0.736008596423077 -0.592173737735897 -0.428964540510256 -0.406540566953846 -0.654507560551282 -0.580577820564103 -0.771780417705128 -0.72689519051282 -0.441123769261538 -0.691280785787179 -0.644646296505128 -0.676537476410256 -0.576009661 -0.760419174833333
